slot,transmitters,slot_transmitter_uses,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,,0,0,0,0.0,0.0,9.597354649584952,5.410159672316701,9.596513006027038,0.25100978445763455,0.3327210955845814
1,0-1-4-5,4,4,4,20.97445250655146,20.97445250655146,4.708880031212365,2.2935403870746884,4.596513006027038,0.572865463486988,0.7121972751301655
2,0-1-7-8,4,8,8,15.648390473279246,36.62284297983071,3.038587816422498,1.3697951506710564,2.2179681699079197,1.5968952439164479,1.5968952439164283
3,0-1-4-5,4,12,12,7.459606130490075,44.08244911032078,0.3928790819664175,0.20027704911086125,0.3870506218793963,0.07406346974823778,0.07313384351953545
4,0-1-7-8,4,16,16,0.9313476389847725,45.013796749305556,0.25812010305405947,0.15452660826525572,0.22333650638933022,0.10333457892064088,0.10333457892065212
5,0-1-4-5,4,20,20,0.8759611185784705,45.88975786788403,0.10184694086050194,0.05173723962636471,0.1002979073740562,0.019070309854049932,0.01905607007941512
6,0-1-7-8,4,24,24,0.23833248756287434,46.1280903554469,0.0665401640427386,0.039718716954182984,0.05761191342708116,0.02660298444268677,0.026602984442689603
7,0-1-4-5,4,28,28,0.22502998744846975,46.35312034289537,0.026272541337052875,0.013340705380989993,0.025873280240389818,0.004914342002541765,0.0049134157982564375
8,0-1-7-8,4,32,32,0.061620236855252634,46.41474057975063,0.017152452604281228,0.010243306149086025,0.014853561498995305,0.006855256116538424,0.006855256116537589
9,0-1-4-5,4,36,36,0.062483054772196414,46.47722363452282,0.006773628419913016,0.003107379570079501,0.006670713664760797,0.0010324319263578289,0.0012666271537540297
10,0-1-7-8,4,40,40,0.015909742544037972,46.49313337706686,0.0031689561253083775,0.001315510667087191,0.001511892182989527,0.0017061629942956259,0.0017061629942674017
11,0-1-4-5,4,44,44,0.0055211533781949,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
12,0-1-7-8,4,48,48,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
13,0-1-4-5,4,52,52,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
14,0-1-7-8,4,56,56,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
15,0-1-4-5,4,60,60,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
16,0-1-7-8,4,64,64,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
17,0-1-4-5,4,68,68,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
18,0-1-7-8,4,72,72,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
19,0-1-4-5,4,76,76,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
20,0-1-7-8,4,80,80,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
21,0-1-4-5,4,84,84,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
22,0-1-7-8,4,88,88,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
23,0-1-4-5,4,92,92,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
24,0-1-7-8,4,96,96,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
25,0-1-4-5,4,100,100,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
26,0-1-7-8,4,104,104,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
27,0-1-4-5,4,108,108,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
28,0-1-7-8,4,112,112,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
29,0-1-4-5,4,116,116,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
30,0-1-7-8,4,120,120,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
31,0-1-4-5,4,124,124,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
32,0-1-7-8,4,128,128,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
33,0-1-4-5,4,132,132,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
34,0-1-7-8,4,136,136,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
35,0-1-4-5,4,140,140,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
36,0-1-7-8,4,144,144,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
37,0-1-4-5,4,148,148,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
38,0-1-7-8,4,152,152,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
39,0-1-4-5,4,156,156,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
40,0-1-7-8,4,160,160,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
41,0-1-4-5,4,164,164,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
42,0-1-7-8,4,168,168,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
43,0-1-4-5,4,172,172,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
44,0-1-7-8,4,176,176,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
45,0-1-4-5,4,180,180,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
46,0-1-7-8,4,184,184,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
47,0-1-4-5,4,188,188,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
48,0-1-7-8,4,192,192,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
49,0-1-4-5,4,196,196,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
50,0-1-7-8,4,200,200,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
51,0-1-4-5,4,204,204,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
52,0-1-7-8,4,208,208,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
53,0-1-4-5,4,212,212,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
54,0-1-7-8,4,216,216,0.0,46.49865453044506,6.281776480051446e-12,3.2645398647776916e-12,5.4001247917767614e-12,2.493554870267397e-12,2.4797941478027496e-12
