slot,epoch,transmitters,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_displacement_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,0,,0,0,0.0,0.0,12.01113974324003,7.414802070024728,12.000000000000014,0.2799999999999826,0.45999999999999375
1,1,0-1-2-3,4,4,22.222276541521666,22.222276541521666,12.006267382810929,7.344212314184973,12.0,2.6076186761960893,2.8176186761960977
2,1,0-1-2-4,4,8,20.96113112622476,43.18340766774642,11.34331877563889,6.679640892946189,10.000000000000014,3.7900000000000187,3.8900000000000077
3,1,0-1-2-5,4,12,15.199366268946832,58.382773936693255,9.297117528276322,5.390468898567024,6.9533244346445855,4.322282457510706,4.422282457510704
4,1,0-1-2-6,4,16,15.552091652608382,73.93486558930164,6.9665037712803395,4.58793486618894,6.524633183684287,3.08747882214798,3.1874788221479804
5,1,0-1-2-7,4,20,15.133218769515663,89.0680843588173,4.8442990273881295,3.349561164264047,4.84375761986837,1.7480408256391755,1.5163562313232717
6,1,0-1-2-8,4,24,14.616975912715553,103.68506027153285,4.039045328640055,2.5094534121852887,2.8573651488367773,2.106570647117025,2.106570647117003
7,1,0-1-2-9,4,28,16.81887269694966,120.5039329684825,5.088577723510554,3.055850575372232,3.552732825338353,2.3558473559543183,2.255847355954316
8,1,0-1-3-4,4,32,4.9796274176113,125.4835603860938,5.088577723510554,3.1477020224418713,3.552732825338353,2.3558473559543183,1.971095608976995
9,1,0-1-3-5,4,36,7.553966009207569,133.03752639530137,5.19009941179447,3.042288087335947,3.083991415454321,2.7147608437753834,2.7147608437753945
10,1,0-1-3-6,4,40,6.3688396478157046,139.4063660431171,5.8587304839028596,2.9325491233973615,3.083991415454321,3.1230799000350644,3.1230799000350657
11,1,0-1-3-7,4,44,5.27941918757391,144.685785230691,6.184168263276445,2.8653100385600405,3.083991415454321,3.3180558035926517,3.3180558035926424
12,1,0-1-3-8,4,48,5.282576162066734,149.96836139275774,6.340886287490046,2.8702522259252503,3.083991415454321,3.4106886177370646,3.4106886177370512
13,1,0-1-3-9,4,52,6.953493938066917,156.92185533082466,6.415868905634635,3.072631023084545,3.083991415454321,3.4544613253276357,3.454461325327621
14,1,0-1-4-5,4,56,8.053429738265464,164.97528506909012,3.7366419337817836,1.866954062553825,2.0183262568688747,2.0007470783545727,2.000747078354557
15,1,0-1-4-6,4,60,5.036803335906994,170.01208840499712,2.3892813448120953,1.4840196541065003,1.5514666945283722,1.2768754906403612,1.3414390234377507
16,1,0-1-4-7,4,64,3.678536056613922,173.69062446161104,1.9357534253325244,1.3233365143671398,1.5514666945283722,0.9186264267792246,1.1347767923294825
