slot,transmitters,slot_transmitter_uses,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,,0,0,0,0.0,0.0,11.336426095956975,6.67483837099089,11.335254099243059,0.2933826149216445,0.47578853622768236
1,0-1-4-5,4,4,4,34.84122060248519,34.84122060248519,11.336426095956975,6.434398243674904,11.335254099243059,2.060523308304682,2.113179941903624
2,0-1-7-8,4,8,8,25.032892269824657,59.874112872309844,6.337811613692158,3.8343010355758036,6.336555463576033,2.060523308304682,1.3627926017046335
3,0-1-4-5,4,12,12,18.713098709114313,78.58721158142416,6.337811613692158,4.201306809094383,6.336555463576033,2.0411565845011355,1.971048955889863
4,0-1-7-8,4,16,16,23.862178616789436,102.44939019821359,3.9160742984436507,2.135791822065054,3.3427642096644092,1.4687369141864246,1.4687369141864153
5,0-1-4-5,4,20,20,12.540733447145994,114.99012364535959,1.4375258654609364,1.0450835139542265,1.4209893440873742,0.5973599849733622,0.651186633340636
6,0-1-7-8,4,24,24,7.543165735216078,122.53328938057567,1.0054243733449117,0.5933237015578683,0.8369680774018775,0.41148631135635283,0.4114863113563487
7,0-1-4-5,4,28,28,3.5521573038771175,126.08544668445279,0.3121244863116163,0.16256703544188902,0.2830313203843957,0.08846530466424506,0.11663537947265468
8,0-1-7-8,4,32,32,0.9473313382540035,127.0327780227068,0.1624378984865357,0.08745510712086972,0.1389061007476471,0.06368260677935282,0.08500984077330287
9,0-1-4-5,4,36,36,0.5727883804830732,127.60556640318987,0.09824306338194921,0.05407953005721321,0.07432689415986715,0.041630173926907627,0.0416301739269187
10,0-1-7-8,4,40,40,0.42739964670283204,128.0329660498927,0.08284187423483902,0.0473973530473738,0.04523839510849825,0.04174971278318618,0.05291111576153895
11,0-1-4-5,4,44,44,0.6392522571453314,128.67221830703804,0.11776309894255928,0.061067555793119795,0.05238784892490855,0.06044498983774626,0.061629083335688506
12,0-1-7-8,4,48,48,0.5238114844818149,129.19602979151986,0.1387710068319533,0.07924851078736266,0.12005358064001825,0.06044498983774626,0.05355784716257972
13,0-1-4-5,4,52,52,0.42880304445316453,129.62483283597302,0.1230796772585404,0.07370991240195494,0.08394520688118234,0.05885080617893916,0.056321780998253246
14,0-1-7-8,4,56,56,0.7742340011252666,130.3990668370983,0.08906434941639721,0.0555612836037533,0.07524260254177761,0.03833245397091792,0.07280752735262297
15,0-1-4-5,4,60,60,0.45255687879402967,130.85162371589234,0.07266455600325215,0.04324481405045336,0.05411999004367374,0.0357519744815898,0.03721235815785917
16,0-1-7-8,4,64,64,0.7378813706940991,131.58950508658646,0.19234206860293862,0.10333555104060076,0.10346039479331637,0.1100943936679482,0.11009439366797835
17,0-1-4-5,4,68,68,0.6363741162206618,132.2258792028071,0.1236546403778873,0.07891039438676242,0.10998263387455154,0.04526712850955827,0.06371130393500835
18,0-1-7-8,4,72,72,0.569105605326984,132.7949848081341,0.17614102176155813,0.10595998695767889,0.17246968531699736,0.06520543123226735,0.06532640722476657
19,0-1-4-5,4,76,76,0.36114530847002957,133.15613011660415,0.17614102176155813,0.11028333434210892,0.17246968531699736,0.06688724332589518,0.06688724332588691
20,0-1-7-8,4,80,80,1.17907086499094,134.33520098159508,0.14045821377229714,0.1007487297648751,0.11535405670646526,0.07343700368325866,0.10875389911031874
21,0-1-4-5,4,84,84,0.6018321094855565,134.93703309108065,0.11718525514455487,0.07864799268563122,0.09226112140196108,0.047386992180131114,0.05179464066953443
22,0-1-7-8,4,88,88,0.6287766028100521,135.5658096938907,0.1290327563317041,0.07987067458807355,0.08153984837474582,0.07289077345608938,0.08767075267428481
23,0-1-4-5,4,92,92,0.5078181222249535,136.07362781611567,0.19033206899069122,0.10084980559915786,0.08962561367918909,0.10334796741671919,0.10334796741672392
24,0-1-7-8,4,96,96,0.3945670085048191,136.4681948246205,0.18759076291463378,0.10030963709149972,0.10535266688251,0.10422816111073725,0.10422816111076116
25,0-1-4-5,4,100,100,0.3135330023514441,136.78172782697195,0.13515683176343316,0.09406801025883395,0.1322831484767164,0.04744157358009174,0.06333592057387705
26,0-1-7-8,4,104,104,0.7927776943302243,137.57450552130217,0.2057256273320094,0.12451435631087274,0.1370609758223793,0.11441243789829388,0.11441243789831645
27,0-1-4-5,4,108,108,1.0011743510111717,138.57567987231334,0.1612512183225001,0.08512608535959565,0.1370609758223793,0.06966037669311553,0.09639826730691681
28,0-1-7-8,4,112,112,0.6471278662402482,139.2228077385536,0.08672583597282177,0.05054274114514502,0.0641212487696805,0.0447197046251787,0.04471970462519437
29,0-1-4-5,4,116,116,0.5584155952572003,139.7812233338108,0.1437413012941261,0.06879743674712775,0.07354137066961641,0.08187533295654939,0.08187533295654248
30,0-1-7-8,4,120,120,0.3367485125200748,140.11797184633087,0.17944309840251002,0.08894016718244538,0.10063590815751411,0.09848526742824674,0.09848526742826635
31,0-1-4-5,4,124,124,0.6444546623789024,140.76242650870978,0.11058746279586615,0.06900912647991081,0.10063590815751411,0.05775539347430706,0.07325994176529349
32,0-1-7-8,4,128,128,0.6906112264557418,141.4530377351655,0.1425151475932186,0.06460224266615976,0.08091823907440698,0.06718936068869193,0.04201742710001355
33,0-1-4-5,4,132,132,0.5395931956014332,141.99263093076695,0.13674924735230243,0.08256562908809696,0.06122033500203372,0.07443251752485956,0.07443251752483349
34,0-1-7-8,4,136,136,0.4531093920066301,142.4457403227736,0.13369027277422765,0.06865687989251908,0.06003832038936707,0.07366159747782605,0.0736615974778374
35,0-1-4-5,4,140,140,0.5466425067437278,142.9923828295173,0.10949420369411245,0.05849529564330491,0.04495091886235514,0.05847450596046874,0.048102668608414945
36,0-1-7-8,4,144,144,0.4756738705051244,143.46805670002243,0.12121520130596727,0.05287766503861771,0.04008260571102085,0.0661450173385463,0.06641572760653247
37,0-1-4-5,4,148,148,0.4516290530974862,143.91968575311992,0.06715414899636027,0.045077938076007705,0.06296262648538686,0.03813007469284099,0.07083078481760907
38,0-1-7-8,4,152,152,0.40618231722938714,144.32586807034932,0.11606100669978972,0.06044450765112912,0.05060359546084214,0.06566280268960524,0.06566280268959446
39,0-1-4-5,4,156,156,0.4968072946409724,144.8226753649903,0.08445355668482266,0.046616133529319884,0.054655286428086924,0.04114035770011677,0.04109867190157246
40,0-1-7-8,4,160,160,0.25606474957013525,145.07874011456042,0.08445355668482266,0.05975306681730608,0.047274280966448146,0.04435565814952533,0.08140319074944102
