slot,receiver_id,selected_pair,status,radial_command_m,angular_command_rad,consistency_rad
1,2,1-4,adjust,5.0,-0.0008710893975001535,0.035256844734333194
1,3,1-4,adjust,-1.1076915038300286,0.004725501703361991,0.06592444761142874
1,6,1-5,adjust,-3.452910186503701,-0.008328021651541239,0.06713075831346992
1,7,1-5,adjust,-5.0,-0.016888984545172084,0.04048653848110704
1,8,1-5,adjust,2.4937578568534056,-0.01470218640229813,0.021017133587853547
1,9,1-5,adjust,0.32889435728843003,-0.0031313760925856223,0.005482047233760564
2,2,1-7,adjust,3.100431409305502,-0.008635951471361439,0.023810716392931672
2,3,1-7,adjust,0.2802220079187775,-0.00798450978031333,0.00674214426843108
2,4,1-7,adjust,1.1942211034319536,-0.0024401253111060736,0.007771998025210134
2,5,1-7,adjust,4.272089353810199,-0.0033001173638408,0.02621808587449707
2,6,1-7,adjust,2.5225598360905495,0.003540286151709074,0.05192318507631583
2,9,1-8,adjust,-0.9300520339257403,-0.034611266586736876,0.08548683468235034
3,2,1-4,adjust,1.4137200770248515,-0.000761021537547766,0.021951443571588687
3,3,1-4,adjust,-0.2340015403065134,0.0005003246354510037,0.0366160000266367
3,6,1-5,adjust,-0.7716871949043339,-0.001835480267161128,0.029263220822073298
3,7,1-5,adjust,-1.356365037001817,0.0011691673112670846,0.01500877981222751
3,8,1-5,adjust,1.8527819625891788,-0.00048508700494922396,0.004955995593113104
3,9,1-5,adjust,0.7018483615571675,0.01751621884446208,0.0020383835675947706
4,2,1-7,adjust,0.8587641047629855,-0.004099753649952047,0.013896380960932458
4,3,1-7,adjust,0.11712511012259098,-0.002154017078645399,0.00663043161357433
4,4,1-7,adjust,0.23968401186588398,0.0013679219222102884,0.0006276300592095866
4,5,1-7,adjust,1.5996439329381893,-0.00013492574621827002,0.007284191079024564
4,6,1-7,adjust,0.9106512909733007,0.0014776321317429729,0.017918587151126566
4,9,1-8,adjust,-0.3569108336920335,-0.011100626351015106,0.038925358717582785
5,2,1-4,adjust,0.29045770263940146,0.000939594551258123,0.014468856615088616
5,3,1-4,adjust,-0.11087720202815726,0.0007608699982456875,0.022030800086453514
5,6,1-5,adjust,-0.05573006052652593,-0.00021146713145415365,0.013611699003374582
5,7,1-5,adjust,-0.12458949303492538,0.003863442399806115,0.005578633892400037
5,8,1-5,adjust,1.2063029719763485,0.0032131892107470773,0.0006727068323315534
5,9,1-5,adjust,0.606399505109296,0.016102352018875242,0.00400806775822971
6,2,1-7,adjust,0.2011473400079603,-0.0004627741642379183,0.007968517971766878
6,3,1-7,adjust,-0.04669547783201428,0.00011674869807840675,0.004853155273191211
6,4,1-7,adjust,-0.07195383711464928,0.0021293902891210536,0.002475951648723044
6,5,1-7,adjust,0.6147440547686941,-0.00030779928248123327,0.0015614609735978156
6,6,1-7,adjust,0.3312423953524543,9.560468488869757e-05,0.006154635489919803
6,9,1-8,adjust,-0.14273804288022401,-0.0037852951568880517,0.017356559082353822
7,2,1-4,adjust,0.009933652497043297,0.0017368320043553345,0.008408628055001565
7,3,1-4,adjust,-0.07788591301125097,0.0010257439486459285,0.01331751390220958
7,6,1-5,adjust,0.08389901541537025,0.0002827917817773393,0.007843679504431763
7,7,1-5,adjust,0.14460312597223005,0.0024496392021950007,0.003754335065589431
7,8,1-5,adjust,0.6933534608727246,0.002539544327536247,0.000184498189117568
7,9,1-5,adjust,0.3766986597289599,0.010476078863431324,0.0029930033466919683
8,2,1-7,adjust,0.015257277532293567,0.00041091110888782657,0.004283408580908635
